title,overview,genres,vote_average,vote_count,release_date,original_language,popularity,poster_path,budget,revenue,runtime
Election,"Tracy Flick is running unopposed for this year’s high school student election. But Jim McAllister has a different plan. Partly to establish a more democratic election, and partly to satisfy some deep personal anger toward Tracy, Jim talks football player Paul Metzler to run for president as well.","Comedy, Drama",6.841,927,1999-04-23,en,13.393,/5gPOFU6IPvDrx50XaPCK4twNw79.jpg,25000000,14902041,103
Imagine Me & You,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.","Drama, Comedy, Romance",7.578,927,2005-02-01,en,17.608,/a7CbxY3TMwFKX6awlBxhb7Es6tS.jpg,0,2455831,93
Dreamgirls,"A trio of female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.","Drama, Music",6.757,927,2006-12-25,en,17.631,/sG5JyOj8Spe13QkNJMH8b5kzQUh.jpg,70000000,154937680,134
My Big Fat Greek Wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""","Romance, Comedy",5.963,927,2016-03-23,en,25.539,/lfPqApnLVPsYfdbpSHNnHIxTdmd.jpg,18000000,90632641,94
The Lego Ninjago Movie,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.","Family, Animation, Action, Adventure, Comedy",6.506,926,2017-09-21,en,18.716,/vUo0pNXGhp2ffTJxiStWt6fHL7F.jpg,70000000,123081555,101
Taxi 5,"A police officer who's transfered in the police of Marseille gets assigned to take down a group of Italian robbers who drive the powerfull Ferrari's with the older niece of Daniel, a terrible driver who gets the legendary white taxi.","Comedy, Action",5.499,925,2018-04-07,fr,12.968,/lXeSraLgsLaeXRg6vEHv4tBrXxc.jpg,24625000,38600000,102
The Many Adventures of Winnie the Pooh,"Whether we’re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.","Animation, Family",7.2,925,1977-03-11,en,23.86,/2xwaFVLv5geVrFd81eUttv7OutF.jpg,0,0,74
All About Steve,"After one short date, a brilliant crossword constructor decides that a CNN cameraman is her true love. Because the cameraman's job takes him hither and yon, she crisscrosses the country, turning up at media events as she tries to convince him they are perfect for each other.",Comedy,4.934,925,2009-08-06,en,12.936,/dn2Hg6uWE3Cytis6YGRH7gZ0MMf.jpg,15000000,40105542,99
Stop! Or My Mom Will Shoot,"A tough police sergeant's mother comes to visit him, and promptly starts trying to fix up his life, much to his embarrassment. For his birthday she buys him a machine gun out of the back of a van, and begins to further interfere with his job and love life, eventually helping him with a case he's on.","Action, Comedy",5.294,924,1992-02-21,en,15.32,/meHDNuHPqCTOjgU3COImhxVa5H0.jpg,0,70611210,87
The Outpost,"A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles to defend against an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh, as it was known, was the bloodiest American engagement of the Afghan War in 2009 and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.","War, Drama, History, Action",6.885,924,2020-06-24,en,22.097,/hPkqY2EMqWUnFEoedukilIUieVG.jpg,18000000,2133452,123
Polaroid,"High school loner Bird Fitcher has no idea what dark secrets are tied to the mysterious Polaroid vintage camera she stumbles upon, but it doesn't take long to discover that those who have their picture taken meet a tragic end. Bird and her friends must survive one more night as they race to solve the mystery of the haunted Polaroid before it kills them all.","Horror, Thriller, Mystery",5.979,924,2019-01-10,en,10.65,/6a1iqhfM0Y31kNPOSNPIuPrsYQ6.jpg,0,0,88
Open Your Eyes,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.","Drama, Thriller, Science Fiction",7.452,924,1997-12-19,es,16.353,/orjSy9xEGI9jxrtodACH04gANmF.jpg,2900000,370720,117
Mediterraneo,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.","Comedy, Romance, War",7.6,924,1991-01-31,it,7.497,/omFU47TZSR7xAAZcDHKM48SmVwe.jpg,0,4532791,96
Beauty and the Beast: The Enchanted Christmas,"Astonished to find the Beast has a deep-seeded hatred for the Christmas season, Belle endeavors to change his mind on the matter.","Animation, Family, Fantasy",6.172,924,1997-11-11,en,20.354,/qxtpbcbf6KEIHzLetWZOVGJT2lv.jpg,0,0,72
The Collection,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.","Horror, Thriller",6.269,924,2012-09-21,en,14.189,/y1UmkcSl3t7nPN80IDWv5Bj597h.jpg,0,6842058,82
Jaws: The Revenge,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.","Adventure, Thriller, Horror",4.052,924,1987-07-17,en,18.953,/kGiaOztahZV2x7bil7sbk7fb6ob.jpg,23000000,51881013,89
M*A*S*H,The staff of a Korean War field hospital use humor and hijinks to keep their sanity in the face of the horror of war.,"Comedy, Drama, War",6.964,923,1970-02-18,en,16.655,/xZHNAcCVd5gUy68MBc4CmDqmely.jpg,3500000,81600000,116
Murder by Numbers,"Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.","Crime, Drama, Thriller",6.129,923,2002-04-19,en,26.384,/plH3TujSUVttiIikToKfwdCorJI.jpg,50000000,56714147,120
I Can Quit Whenever I Want 3: Ad Honorem,"Has been an year since Pietro Zinni's gang got caught in the Sopox production laboratory and each of them locked up in different jails. From Regina Coeli jail, Pietro keep warning the authorities a fool syntetized nerve gas and he is ready to make a killing, but no one takes him seriously.","Action, Comedy",7.404,921,2017-11-30,it,6.308,/n4uLV4vdMltzUoxeHQJNoDKoiOY.jpg,0,0,97
Homeward Bound: The Incredible Journey,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.","Adventure, Comedy, Family",6.924,921,1993-02-03,en,19.12,/el6dJEpK97OJRQiQhuiSGk2jkV5.jpg,0,0,84
Force Majeure,"While holidaying in the French Alps, a Swedish family deals with acts of cowardliness as an avalanche breaks out.",Drama,6.871,921,2014-08-15,sv,10.807,/41agNfzepz2DTdgTBX1fX0QclHp.jpg,0,4094339,120
Dark Water,"Dahlia Williams and her daughter Cecelia move into a rundown apartment on New York's Roosevelt Island. Dahlia is in the midst of divorce proceedings, and the apartment, though near an excellent school for her daughter, is all she can afford. From the time she arrives, there are mysterious occurrences—and there is a constant drip from the ceiling in her daughter's bedroom…","Horror, Mystery",5.629,921,2005-07-08,en,12.676,/cm4M9xaBu78IjuAVNG4LCXdXsg.jpg,30000000,68357079,105
The Prince & Me,"A fairy tale love-story about pre-med student Paige who falls in love with a Danish Prince ""Eddie"" who refused to follow the traditions of his parents and has come to the US to quench his thirst for rebellion. Paige and Edward come from two different worlds, but there is an undeniable attraction between them.","Comedy, Romance",6.181,920,2004-03-28,en,14.323,/2voUK98TW1cJ3w0qmDIdB16A3x6.jpg,0,0,111
Presto,"Dignity. Poise. Mystery. We expect nothing less from the great turn-of-the-century magician, Presto. But when Presto neglects to feed his rabbit one too many times, the magician finds he isn't the only one with a few tricks up his sleeve!","Animation, Family, Comedy",7.784,920,2008-06-27,en,10.833,/asmKQG2qhpVM1KD6x5kODAZPmZl.jpg,0,0,5
Thelma,A college student starts to experience extreme seizures. She soon learns that the violent episodes are a symptom of inexplicable abilities.,"Drama, Mystery, Thriller",6.86,920,2017-09-15,no,12.27,/yzSfG8TLAqw7nMQh2lxirQkQpgs.jpg,5741614,1471656,116
The Iceman,"The true story of Richard Kuklinski, the notorious contract killer and family man.","Thriller, Crime, Drama",6.496,920,2012-09-01,en,22.604,/56KPE9tPYh2WBdnUMq9EIOwEXGQ.jpg,20000000,1969193,105
The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.","Action, Drama, Family, Adventure",5.335,920,1994-07-18,en,24.648,/wI3gCi9w1cuUJCiwhviAy46we9Q.jpg,12000000,15876353,107
The Big Sleep,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.","Crime, Mystery, Romance",7.615,919,1946-08-23,en,22.279,/lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg,1600000,4900000,114
Tokyo Story,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",Drama,8.196,919,1953-11-03,ja,19.826,/g2YbTYKpY7N2yDSk7BfXZ18I5QV.jpg,0,0,137
Shadow of a Doubt,"Just when Charlotte ‘Charlie’ Newton, is feeling especially frustrated by the lack of excitement in her small town in California, she receives wonderful news: Her uncle and namesake, Charlie Oakley, is coming to visit. However, as secrets about him come to the fore, Charlotte’s admiration turns into suspicion.","Thriller, Crime",7.511,918,1943-01-15,en,15.354,/ptyWagbWE8jSGyV2tGEzAdVbRCj.jpg,0,0,108
Forgotten,"Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.","Thriller, Mystery, Drama",7.979,918,2017-11-29,ko,17.211,/cBgj41y1RvmW1zJCEX0uNWL0UjW.jpg,0,9968972,108
The House,"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.","Animation, Drama, Comedy, Horror, Fantasy",7.032,918,2022-01-14,en,33.405,/iZjMFSKCrleKolC1gYcz5Rs8bk1.jpg,0,0,97
The Report,"The story of Daniel Jones, lead investigator for the US Senate’s sweeping study into the CIA's Detention and Interrogation Program, which was found to be brutal, immoral and ineffective. With the truth at stake, Jones battled tirelessly to make public what many in power sought to keep hidden.","Thriller, Drama",7.039,918,2019-09-12,en,11.218,/sG5NI6TMNR9ftOdTIXmG0hrBYSY.jpg,0,0,118
Weekend at Bernie's,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets killed and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.","Comedy, Crime",6.373,918,1989-07-05,en,12.318,/a5FcWYJemR3jR8BrYihEorWRCDr.jpg,6500000,30218387,97
